Name,Recs,Yds,TDs,Msrecs,Msyards,MStds,RAS,Height,Weight,40,10,Vert,Broad,Shuttle,Round ,Pick,NFLCar,Starter,CarAV,GP,GS,NFLRecs,NFLYds,NFLTDs,Recs/Year,Yds/Year,Tds/Year
Reggie Wayne-2000,43,755,10,0.217171717,0.258031442,0.384615385,5.59,72,198,,,36,,,1,30,14,12,117,211,197,1070,14345,82,76.42857143,1024.642857,5.857142857
Andre Johnson-2002,52,1092,9,0.215767635,0.295534506,0.28125,9.98,74,230,,,39,120,,1,3,14,12,95,193,187,1062,14185,70,75.85714286,1013.214286,5
George Wrighster-2002,41,568,6,0.191588785,0.191956742,0.230769231,3.61,74.125,249,,,34.5,115,,4,104,6,1,8,67,28,94,850,9,15.66666667,141.6666667,1.5
Daniel Graham-2001,51,753,6,0.274193548,0.304734925,0.4,5.87,75.125,248,,,36,118,,1,21,11,8,19,148,117,224,2490,25,20.36363636,226.3636364,2.272727273
Rod Gardner-2000,51,956,6,0.320754717,0.413673734,0.352941176,5.69,74.25,219,,,36,,,1,15,6,4,25,91,62,242,3165,23,40.33333333,527.5,3.833333333
Bennie Joppru-2002,53,579,5,0.204633205,0.191341705,0.238095238,3.2,76.25,272,,,30.5,109,,2,41,2,0,0,19,0,0,0,0,0,0,0
Dallas Clark-2002,43,742,4,0.236263736,0.27139722,0.148148148,8.75,75.375,257,,,37.5,123,,1,24,11,8,51,143,118,505,5665,53,45.90909091,515,4.818181818
Jason Avant-2005,82,1007,8,0.344537815,0.376871257,0.347826087,7.44,72.5,212,,,37,118,,4,109,10,2,30,148,53,346,4118,13,34.6,411.8,1.3
Jason Avant-2003,47,772,2,0.165492958,0.219318182,0.076923077,7.44,72.5,212,,,37,118,,4,109,10,2,30,148,53,346,4118,13,34.6,411.8,1.3
Ron Johnson-2001,56,895,9,0.329411765,0.397777778,0.473684211,8.39,74.5,225,,,34.5,118,4.02,4,123,2,0,1,22,4,11,126,1,5.5,63,0.5
Ron Johnson-2000,59,1067,11,0.317204301,0.412925697,0.55,8.39,74.5,225,,,34.5,118,4.02,4,123,2,0,1,22,4,11,126,1,5.5,63,0.5
Chris Chambers-2000,47,774,4,0.319727891,0.391502276,0.285714286,7.62,71.625,210,,,45,122,4,2,52,10,7,57,153,127,540,7648,58,54,764.8,5.8
Reche Caldwell-2001,65,1059,10,0.217391304,0.237603769,0.23255814,8.76,71.75,194,,,41.5,130,4.1,2,48,6,1,20,71,29,152,1851,11,25.33333333,308.5,1.833333333
Reche Caldwell-2000,49,760,6,0.18490566,0.205516495,0.176470588,8.76,71.75,194,,,41.5,130,4.1,2,48,6,1,20,71,29,152,1851,11,25.33333333,308.5,1.833333333
Demetrius Williams-2005,59,1059,10,0.194719472,0.289819376,0.357142857,9.56,73.75,197,,,38,127,4.08,4,111,5,0,9,46,4,63,1008,4,12.6,201.6,0.8
Demetrius Williams-2004,47,593,2,0.205240175,0.226249523,0.090909091,9.56,73.75,197,,,38,127,4.08,4,111,5,0,9,46,4,63,1008,4,12.6,201.6,0.8
Demetrius Williams-2003,51,935,8,0.206477733,0.284367397,0.333333333,9.56,73.75,197,,,38,127,4.08,4,111,5,0,9,46,4,63,1008,4,12.6,201.6,0.8
Darrius Heyward-Bey-2008,42,609,5,0.185022026,0.226646818,0.333333333,9.88,73.625,210,4.3,1.54,38.5,126,4.18,1,7,9,5,22,130,69,201,2888,16,22.33333333,320.8888889,1.777777778
Darrius Heyward-Bey-2007,51,786,3,0.228699552,0.297276853,0.333333333,9.88,73.625,210,4.3,1.54,38.5,126,4.18,1,7,9,5,22,130,69,201,2888,16,22.33333333,320.8888889,1.777777778
Darrius Heyward-Bey-2006,45,694,5,0.220588235,0.291596639,0.3125,9.88,73.625,210,4.3,1.54,38.5,126,4.18,1,7,9,5,22,130,69,201,2888,16,22.33333333,320.8888889,1.777777778
Carlos Francis-2003,75,1177,9,0.148221344,0.190483897,0.169811321,8.4,69.125,198,4.31,1.53,38.5,114,4.06,4,99,1,0,0,5,0,0,0,0,0,0,0
Carlos Francis-2002,50,632,7,0.097087379,0.116091109,0.14,8.4,69.125,198,4.31,1.53,38.5,114,4.06,4,99,1,0,0,5,0,0,0,0,0,0,0
Carlos Francis-2001,50,703,3,0.128205128,0.189487871,0.111111111,8.4,69.125,198,4.31,1.53,38.5,114,4.06,4,99,1,0,0,5,0,0,0,0,0,0,0
Carlos Francis-2000,41,519,2,0.110215054,0.146279594,0.095238095,8.4,69.125,198,4.31,1.53,38.5,114,4.06,4,99,1,0,0,5,0,0,0,0,0,0,0
Samie Parker-2003,77,1088,7,0.311740891,0.330900243,0.291666667,7.91,70.375,179,4.34,1.52,36,,,4,105,4,2,13,47,31,110,1529,7,27.5,382.25,1.75
Samie Parker-2002,49,724,8,0.228971963,0.244677256,0.307692308,7.91,70.375,179,4.34,1.52,36,,,4,105,4,2,13,47,31,110,1529,7,27.5,382.25,1.75
Chad Jackson-2005,88,900,9,0.365145228,0.330882353,0.45,9.91,72.875,213,4.34,1.54,38.5,122,4.03,2,36,3,0,2,18,1,14,171,3,4.666666667,57,1
Calvin Johnson-2006,76,1202,15,0.436781609,0.506105263,0.6,10,77,239,4.35,1.52,,,,1,2,9,9,78,135,130,731,11619,83,81.22222222,1291,9.222222222
Calvin Johnson-2005,54,888,6,0.274111675,0.37900128,0.5,10,77,239,4.35,1.52,,,,1,2,9,9,78,135,130,731,11619,83,81.22222222,1291,9.222222222
Calvin Johnson-2004,48,837,7,0.284023669,0.378733032,0.411764706,10,77,239,4.35,1.52,,,,1,2,9,9,78,135,130,731,11619,83,81.22222222,1291,9.222222222
Desean Jackson-2007,65,762,6,0.243445693,0.245094886,0.285714286,7.17,69.75,169,4.35,1.55,,120,,2,49,10,10,69,141,136,548,9487,49,54.8,948.7,4.9
Desean Jackson-2006,59,1060,9,0.240816327,0.32199271,0.36,7.17,69.75,169,4.35,1.55,,120,,2,49,10,10,69,141,136,548,9487,49,54.8,948.7,4.9
Javon Walker-2001,45,944,7,0.244565217,0.322074377,0.269230769,9.98,74.75,210,4.35,1.5,39.5,128,4.05,1,20,8,2,39,83,46,267,4011,31,33.375,501.375,3.875
Cliff Russell-2001,53,744,4,0.294444444,0.322357019,0.222222222,5.34,73,185,4.36,1.63,,,,3,87,6,0,0,23,1,5,45,0,0.833333333,7.5,0
Courtney Roby-2004,55,810,7,0.339506173,0.395314788,0.538461538,9.56,72.125,189,4.36,1.56,36.5,126,4,3,68,10,0,3,92,6,26,343,1,2.6,34.3,0.1
Courtney Roby-2003,45,504,0,0.25862069,0.252252252,0,9.56,72.125,189,4.36,1.56,36.5,126,4,3,68,10,0,3,92,6,26,343,1,2.6,34.3,0.1
Courtney Roby-2002,59,1039,4,0.25877193,0.344039735,0.222222222,9.56,72.125,189,4.36,1.56,36.5,126,4,3,68,10,0,3,92,6,26,343,1,2.6,34.3,0.1
Andre Caldwell-2007,56,761,7,0.233333333,0.227776115,0.21875,9.46,72.25,204,4.37,1.55,33,124,4.11,3,97,8,0,12,105,18,156,1509,11,19.5,188.625,1.375
Andre Caldwell-2006,57,577,6,0.223529412,0.174583964,0.206896552,9.46,72.25,204,4.37,1.55,33,124,4.11,3,97,8,0,12,105,18,156,1509,11,19.5,188.625,1.375
Andre Caldwell-2004,43,689,3,0.176954733,0.211804488,0.103448276,9.46,72.25,204,4.37,1.55,33,124,4.11,3,97,8,0,12,105,18,156,1509,11,19.5,188.625,1.375
Willie Reid-2005,50,634,1,0.165016502,0.172563963,0.047619048,6.97,70.5,188,4.37,1.53,37.5,117,4.26,3,95,2,0,1,7,0,4,54,0,2,27,0
Deon Butler-2008,47,810,7,0.209821429,0.256329114,0.291666667,4.54,70.375,182,4.38,1.58,34.5,118,4.48,3,91,4,1,4,35,8,57,611,4,14.25,152.75,1
Deon Butler-2007,47,633,4,0.195833333,0.236017897,0.210526316,4.54,70.375,182,4.38,1.58,34.5,118,4.48,3,91,4,1,4,35,8,57,611,4,14.25,152.75,1
Deon Butler-2006,48,637,2,0.212389381,0.245094267,0.166666667,4.54,70.375,182,4.38,1.58,34.5,118,4.48,3,91,4,1,4,35,8,57,611,4,14.25,152.75,1
Troy Williamson-2004,43,835,7,0.270440252,0.379200727,0.538461538,9.12,73.375,203,4.38,1.6,,,,1,7,5,2,8,49,24,87,1131,4,17.4,226.2,0.8
Jason Hill-2006,41,600,7,0.157692308,0.192492782,0.304347826,9.33,72.5,204,4.38,1.53,37,123,4.22,3,76,6,1,9,54,13,78,1043,9,13,173.8333333,1.5
Jason Hill-2005,62,1097,13,0.287037037,0.359672131,0.52,9.33,72.5,204,4.38,1.53,37,123,4.22,3,76,6,1,9,54,13,78,1043,9,13,173.8333333,1.5
Jason Hill-2004,45,1007,12,0.238095238,0.380430676,0.6,9.33,72.5,204,4.38,1.53,37,123,4.22,3,76,6,1,9,54,13,78,1043,9,13,173.8333333,1.5
Aundrae Allison-2006,62,708,4,0.25,0.234126984,0.307692308,9.57,72.25,198,4.39,1.51,37,127,,5,146,2,0,3,26,0,18,231,0,9,115.5,0
Aundrae Allison-2005,83,1024,7,0.370535714,0.363636364,0.5,9.57,72.25,198,4.39,1.51,37,127,,5,146,2,0,3,26,0,18,231,0,9,115.5,0
Vernon Davis-2005,51,871,6,0.242857143,0.317883212,0.4,9.96,75.25,254,4.4,1.52,42,128,4.17,1,6,12,11,49,180,170,548,7072,60,45.66666667,589.3333333,5
Mike Thomas-2008,74,825,4,0.278195489,0.260088272,0.166666667,8.23,67.875,195,4.4,1.61,40.5,126,4.28,4,107,4,2,21,61,32,176,1796,7,44,449,1.75
Mike Thomas-2007,83,1038,11,0.25,0.280388979,0.392857143,8.23,67.875,195,4.4,1.61,40.5,126,4.28,4,107,4,2,21,61,32,176,1796,7,44,449,1.75
Mike Thomas-2006,50,597,2,0.261780105,0.294960474,0.222222222,8.23,67.875,195,4.4,1.61,40.5,126,4.28,4,107,4,2,21,61,32,176,1796,7,44,449,1.75
Mike Thomas-2005,52,771,5,0.246445498,0.305709754,0.263157895,8.23,67.875,195,4.4,1.61,40.5,126,4.28,4,107,4,2,21,61,32,176,1796,7,44,449,1.75
Devin Thomas-2007,79,1260,8,0.340517241,0.443349754,0.380952381,8.68,73.875,215,4.4,1.48,28,126,4.26,2,34,4,1,4,55,11,43,482,3,10.75,120.5,0.75
Percy Harvin-2008,40,644,7,0.18957346,0.215025042,0.212121212,8.29,71.125,192,4.41,1.59,,,,1,22,8,5,43,75,61,353,4026,22,44.125,503.25,2.75
Percy Harvin-2007,59,858,4,0.245833333,0.256809339,0.125,8.29,71.125,192,4.41,1.59,,,,1,22,8,5,43,75,61,353,4026,22,44.125,503.25,2.75
Tiquan Underwood-2007,65,1100,7,0.306603774,0.336700337,0.333333333,8.83,73.125,184,4.41,1.59,41.5,129,4.11,7,253,5,0,9,45,10,63,1006,6,12.6,201.2,1.2
Jonathan Orr-2005,40,688,8,0.2,0.231727854,0.363636364,7.59,74.125,198,4.41,1.56,35.5,119,4.16,6,172,0,0,0,0,0,0,0,0,0,0,0
Jonathan Orr-2002,47,842,8,0.274853801,0.365610074,0.533333333,7.59,74.125,198,4.41,1.56,35.5,119,4.16,6,172,0,0,0,0,0,0,0,0,0,0,0
Steve Breaston-2006,58,670,2,0.281553398,0.263987392,0.090909091,7.93,72.375,193,4.41,1.55,33,124,4.29,5,142,6,3,26,86,43,255,3387,9,42.5,564.5,1.5
Lee Evans-2003,64,1213,13,0.347826087,0.42816802,0.722222222,7.75,70.875,197,4.41,1.6,34.5,120,,1,13,8,7,49,118,104,381,6008,43,47.625,751,5.375
Lee Evans-2001,75,1545,9,0.451807229,0.604460094,0.529411765,7.75,70.875,197,4.41,1.6,34.5,120,,1,13,8,7,49,118,104,381,6008,43,47.625,751,5.375
Bethel Johnson-2002,40,718,8,0.182648402,0.223258706,0.32,9.42,71,201,4.42,1.55,38.5,127,,2,45,4,0,8,50,9,39,606,4,9.75,151.5,1
Kevin Kasper-2000,82,1010,7,0.356521739,0.391472868,0.4375,9.89,72,199,4.42,1.54,43.5,126,3.73,6,190,6,0,2,39,9,24,287,3,4,47.83333333,0.5
Robert Meachem-2006,71,1298,11,0.267924528,0.377545084,0.458333333,9.45,74,214,4.42,1.53,37.5,121,4.31,1,27,7,1,26,103,35,178,2914,27,25.42857143,416.2857143,3.857142857
Tyrone Calico-2002,45,606,4,0.304054054,0.327922078,0.666666667,9.54,75.75,223,4.42,1.63,38,127,4.26,2,60,3,0,5,27,8,42,501,4,14,167,1.333333333
Tyrone Calico-2000,47,752,3,0.21559633,0.285822881,0.214285714,9.54,75.75,223,4.42,1.63,38,127,4.26,2,60,3,0,5,27,8,42,501,4,14,167,1.333333333
Roscoe Parrish-2004,43,693,8,0.207729469,0.246443812,0.363636364,6.8,69.75,170,4.43,1.58,,,,2,55,8,0,14,90,14,134,1502,7,16.75,187.75,0.875
Kevin Curtis-2002,74,1258,9,0.286821705,0.371310508,0.428571429,9,71.125,186,4.44,1.53,36,122,3.99,3,74,8,3,26,81,36,253,3297,20,31.625,412.125,2.5
Kevin Curtis-2001,100,1531,10,0.37037037,0.483270202,0.4,9,71.125,186,4.44,1.53,36,122,3.99,3,74,8,3,26,81,36,253,3297,20,31.625,412.125,2.5
Mark Clayton-2004,66,876,8,0.246268657,0.265615525,0.222222222,7.55,70.375,193,4.44,1.57,36.5,118,4.07,1,22,7,3,27,83,65,260,3448,14,37.14285714,492.5714286,2
Mark Clayton-2003,83,1425,15,0.27852349,0.3477306,0.348837209,7.55,70.375,193,4.44,1.57,36.5,118,4.07,1,22,7,3,27,83,65,260,3448,14,37.14285714,492.5714286,2
Mark Clayton-2001,45,519,3,0.150501672,0.174924166,0.142857143,7.55,70.375,193,4.44,1.57,36.5,118,4.07,1,22,7,3,27,83,65,260,3448,14,37.14285714,492.5714286,2
Kenny McKinley-2008,54,642,4,0.21686747,0.221991701,0.2,7.05,72.375,189,4.44,1.59,37,113,4.1,5,141,1,0,0,8,0,0,0,0,0,0,0
Kenny McKinley-2007,77,968,9,0.298449612,0.312459651,0.45,7.05,72.375,189,4.44,1.59,37,113,4.1,5,141,1,0,0,8,0,0,0,0,0,0,0
Kenny McKinley-2006,51,880,5,0.209876543,0.270021479,0.208333333,7.05,72.375,189,4.44,1.59,37,113,4.1,5,141,1,0,0,8,0,0,0,0,0,0,0
Todd Watkins-2005,49,678,9,0.147590361,0.182209084,0.333333333,8.65,74.375,202,4.44,1.54,37,118,4.25,7,218,2,0,1,21,1,8,90,0,4,45,0
Todd Watkins-2004,52,1042,6,0.222222222,0.338861789,0.333333333,8.65,74.375,202,4.44,1.54,37,118,4.25,7,218,2,0,1,21,1,8,90,0,4,45,0
Jake Schifino-2000,42,778,4,0.287671233,0.335924007,0.235294118,6.99,72.625,200,4.44,1.58,,,,5,151,2,0,0,14,0,0,0,0,0,0,0
Kareem Kelly-2002,46,605,4,0.146964856,0.151705115,0.121212121,6.3,71.75,186,4.44,1.54,35,125,4.24,6,203,0,0,0,0,0,0,0,0,0,0,0
Kareem Kelly-2001,46,768,3,0.222222222,0.298600311,0.230769231,6.3,71.75,186,4.44,1.54,35,125,4.24,6,203,0,0,0,0,0,0,0,0,0,0,0
Kareem Kelly-2000,55,796,4,0.224489796,0.252858958,0.210526316,6.3,71.75,186,4.44,1.54,35,125,4.24,6,203,0,0,0,0,0,0,0,0,0,0,0
Deion Branch-2001,72,1188,9,0.307692308,0.380891311,0.391304348,8.7,69.125,191,4.45,1.51,36,117,3.78,2,65,11,8,52,140,111,518,6644,39,47.09090909,604,3.545454545
Deion Branch-2000,71,1016,9,0.303418803,0.360028349,0.333333333,8.7,69.125,191,4.45,1.51,36,117,3.78,2,65,11,8,52,140,111,518,6644,39,47.09090909,604,3.545454545
Steve Smith-2006,71,1083,9,0.26007326,0.31574344,0.3,9.2,71.75,197,4.45,1.54,38,120,4.19,2,51,6,1,23,64,29,245,2641,12,40.83333333,440.1666667,2
Steve Smith-2005,60,957,5,0.192307692,0.230214097,0.15625,9.2,71.75,197,4.45,1.54,38,120,4.19,2,51,6,1,23,64,29,245,2641,12,40.83333333,440.1666667,2
Steve Smith-2004,42,660,6,0.14893617,0.186862967,0.176470588,9.2,71.75,197,4.45,1.54,38,120,4.19,2,51,6,1,23,64,29,245,2641,12,40.83333333,440.1666667,2
Terrence Murphy-2004,56,721,3,0.251121076,0.230057435,0.166666667,9.69,72.875,202,4.45,1.54,,,,2,58,1,0,0,3,0,5,36,0,5,36,0
Terrence Murphy-2003,44,762,0,0.247191011,0.29870639,0,9.69,72.875,202,4.45,1.54,,,,2,58,1,0,0,3,0,5,36,0,5,36,0
Anthony Gonzalez-2006,51,734,8,0.230769231,0.262988176,0.258064516,9.38,72,193,4.46,1.57,38,123,4.08,1,32,5,1,16,40,12,99,1307,7,19.8,261.4,1.4
Greg Jennings-2005,98,1259,14,0.403292181,0.464233038,0.466666667,8.11,71.125,197,4.46,1.56,36.5,117,4.18,2,52,10,8,65,143,119,571,8291,64,57.1,829.1,6.4
Greg Jennings-2004,74,1092,11,0.285714286,0.374871267,0.47826087,8.11,71.125,197,4.46,1.56,36.5,117,4.18,2,52,10,8,65,143,119,571,8291,64,57.1,829.1,6.4
Greg Jennings-2003,56,1050,14,0.205882353,0.283707106,0.451612903,8.11,71.125,197,4.46,1.56,36.5,117,4.18,2,52,10,8,65,143,119,571,8291,64,57.1,829.1,6.4
Freddie Mitchell-2000,68,1314,8,0.346938776,0.452479339,0.347826087,8.52,71.375,185,4.46,1.57,39.5,120,4.06,1,25,4,0,13,63,17,90,1263,5,22.5,315.75,1.25
Kevin Ogletree-2008,58,723,5,0.215613383,0.296554553,0.555555556,8.81,72.5,196,4.46,1.61,36,122,4.08,8,500,5,0,8,62,0,78,999,6,15.6,199.8,1.2
Kevin Ogletree-2006,52,582,4,0.256157635,0.308426073,0.5,8.81,72.5,196,4.46,1.61,36,122,4.08,8,500,5,0,8,62,0,78,999,6,15.6,199.8,1.2
Derek Hagan-2005,77,1210,8,0.246794872,0.270029011,0.210526316,9.68,73.75,208,4.46,1.52,36,124,4.07,3,82,9,0,12,100,13,148,1734,7,16.44444444,192.6666667,0.777777778
Derek Hagan-2004,83,1248,10,0.287197232,0.327731092,0.285714286,9.68,73.75,208,4.46,1.52,36,124,4.07,3,82,9,0,12,100,13,148,1734,7,16.44444444,192.6666667,0.777777778
Derek Hagan-2003,66,1076,9,0.270491803,0.326952294,0.36,9.68,73.75,208,4.46,1.52,36,124,4.07,3,82,9,0,12,100,13,148,1734,7,16.44444444,192.6666667,0.777777778
Brandon Breazell-2007,51,810,4,0.275675676,0.341196293,0.307692308,3.96,71.625,160,4.47,1.57,30.5,115,,8,500,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
Dan Sheldon-2004,40,936,9,0.238095238,0.388865808,0.409090909,4.2,68.875,179,4.47,1.57,,,,8,500,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
Dan Sheldon-2002,40,783,5,0.296296296,0.371971496,0.3125,4.2,68.875,179,4.47,1.57,,,,8,500,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
Quentin McCord-2000,45,799,6,0.139751553,0.216589862,0.315789474,5.39,70.125,191,4.48,1.57,36.5,112,4.18,7,236,3,0,5,25,2,23,427,1,7.666666667,142.3333333,0.333333333
Jeremy Maclin-2008,102,1260,13,0.252475248,0.272432432,0.317073171,6.02,72.125,198,4.48,1.62,,,,1,19,9,8,51,114,112,514,6835,49,57.11111111,759.4444444,5.444444444
Jeremy Maclin-2007,80,1055,9,0.203045685,0.23993632,0.264705882,6.02,72.125,198,4.48,1.62,,,,1,19,9,8,51,114,112,514,6835,49,57.11111111,759.4444444,5.444444444
Robert Ferguson-2000,58,885,6,0.274881517,0.341962906,0.6,8.59,73.25,205,4.48,1.54,36.5,120,4.07,2,41,8,2,18,83,34,151,1993,13,18.875,249.125,1.625
Adrian Madise-2001,50,819,5,0.27173913,0.345715492,0.3125,5.33,71.375,215,4.48,1.56,32,119,4.26,5,158,1,0,0,11,0,2,10,0,2,10,0
Brandon Jones-2003,46,709,8,0.154362416,0.173011225,0.186046512,7.42,73.375,208,4.48,1.59,42,127,4.48,3,96,5,2,12,59,27,113,1398,9,22.6,279.6,1.8
Earl Bennett-2007,75,830,5,0.388601036,0.392064242,0.294117647,5.69,71.5,209,4.48,1.51,26,110,4.22,3,70,6,1,19,78,29,185,2277,12,30.83333333,379.5,2
Earl Bennett-2006,82,1146,6,0.438502674,0.474141498,0.375,5.69,71.5,209,4.48,1.51,26,110,4.22,3,70,6,1,19,78,29,185,2277,12,30.83333333,379.5,2
Earl Bennett-2005,79,876,9,0.288321168,0.283862605,0.428571429,5.69,71.5,209,4.48,1.51,26,110,4.22,3,70,6,1,19,78,29,185,2277,12,30.83333333,379.5,2
Vinny Sutherland-2000,65,926,11,0.22260274,0.269342641,0.423076923,4.84,68.625,192,4.48,1.58,32.5,,,5,136,2,0,0,18,0,1,5,0,0.5,2.5,0
Craig Bragg-2003,73,1065,5,0.32300885,0.403561955,0.416666667,7.29,72.625,196,4.48,1.58,36,,,6,195,0,0,0,0,0,0,0,0,0,0,0
Craig Bragg-2002,55,889,8,0.269607843,0.297822446,0.421052632,7.29,72.625,196,4.48,1.58,36,,,6,195,0,0,0,0,0,0,0,0,0,0,0
Kendrick Starling-2002,49,603,5,0.168965517,0.176109813,0.208333333,7.91,72.625,193,4.48,1.53,31.5,119,3.88,8,500,0,0,0,0,0,0,0,0,0,0,0
Cedrick Wilson-2000,62,681,12,0.29245283,0.294168467,0.571428571,6.78,69.75,179,4.48,1.56,38,123,,6,169,7,2,22,100,33,178,2365,8,25.42857143,337.8571429,1.142857143
Donnie Avery-2007,91,1456,7,0.312714777,0.402877698,0.291666667,9.32,71,192,4.49,1.56,,,,2,33,7,4,21,77,60,218,2861,14,31.14285714,408.7142857,2
Donnie Avery-2006,57,852,5,0.19,0.219079455,0.166666667,9.32,71,192,4.49,1.56,,,,2,33,7,4,21,77,60,218,2861,14,31.14285714,408.7142857,2
Donnie Avery-2005,44,688,5,0.17254902,0.210526316,0.263157895,9.32,71,192,4.49,1.56,,,,2,33,7,4,21,77,60,218,2861,14,31.14285714,408.7142857,2
Craig Davis-2006,56,836,4,0.228571429,0.255501222,0.133333333,7.68,73.375,207,4.49,1.61,,,,1,30,4,0,7,25,2,51,558,2,12.75,139.5,0.5
Craig Davis-2004,43,659,1,0.240223464,0.27220157,0.052631579,7.68,73.375,207,4.49,1.61,,,,1,30,4,0,7,25,2,51,558,2,12.75,139.5,0.5
James Hardy-2007,79,1125,16,0.29588015,0.366091767,0.571428571,9.46,77.375,217,4.49,1.56,31.5,125,4.2,2,41,2,0,1,16,3,10,96,2,5,48,1
James Hardy-2006,51,722,10,0.219827586,0.270919325,0.625,9.46,77.375,217,4.49,1.56,31.5,125,4.2,2,41,2,0,1,16,3,10,96,2,5,48,1
James Hardy-2005,61,893,10,0.273542601,0.369619205,0.416666667,9.46,77.375,217,4.49,1.56,31.5,125,4.2,2,41,2,0,1,16,3,10,96,2,5,48,1
Keenan Burton-2007,66,741,9,0.19939577,0.197969543,0.225,8.87,72.5,201,4.49,1.56,38.5,125,4.2,4,128,2,0,3,22,7,38,425,1,19,212.5,0.5
Keenan Burton-2006,77,1036,12,0.282051282,0.288017793,0.387096774,8.87,72.5,201,4.49,1.56,38.5,125,4.2,4,128,2,0,3,22,7,38,425,1,19,212.5,0.5
Aaron Kelly-2008,67,722,4,0.27016129,0.254943503,0.266666667,6.93,76.5,204,4.49,1.57,38,119,4.45,8,500,0,0,0,0,0,0,0,0,0,0,0
Aaron Kelly-2007,88,1081,11,0.298305085,0.343501748,0.366666667,6.93,76.5,204,4.49,1.57,38,119,4.45,8,500,0,0,0,0,0,0,0,0,0,0,0
