Name,Recs,Yds,TDs,Msrecs,Msyards,MStds,RAS,Height,Weight,40,10,Vert,Broad,Shuttle,Round ,Pick,NFLCar,Starter,CarAV,GP,GS,NFLRecs,NFLYds,NFLTDs,Recs/Year,Yds/Year,Tds/Year
Michael Clayton-2001,47,754,6,0.197478992,0.210732253,0.333333333,6.1,74.75,209,4.59,1.62,32.5,116,4.09,1,15,8,5,22,95,56,223,2955,10,27.875,369.375,1.25
Steve Johnson-2007,60,1041,13,0.181268882,0.278119156,0.325,6.14,73.875,210,4.59,1.59,32.5,121,4.26,7,224,8,5,33,99,67,381,4764,34,47.625,595.5,4.25
Brian Robiskie-2008,42,535,8,0.2625,0.273937532,0.470588235,7.64,74.875,209,4.59,1.64,37.5,,4.19,2,36,5,1,3,38,14,43,485,4,8.6,97,0.8
Brian Robiskie-2007,55,935,11,0.261904762,0.365519937,0.423076923,7.64,74.875,209,4.59,1.64,37.5,,4.19,2,36,5,1,3,38,14,43,485,4,8.6,97,0.8
Antonio Bryant-2001,42,659,9,0.223404255,0.27074774,0.45,4.63,73.25,188,4.6,1.62,37,120,,2,63,8,5,37,106,82,372,5685,30,46.5,710.625,3.75
Antonio Bryant-2000,68,1302,11,0.367567568,0.439271255,0.47826087,4.63,73.25,188,4.6,1.62,37,120,,2,63,8,5,37,106,82,372,5685,30,46.5,710.625,3.75
Tony Scheffler-2005,57,670,9,0.234567901,0.247050147,0.3,9.32,77.375,254,4.6,1.64,33.5,115,4.04,2,61,8,1,24,107,42,258,3207,22,32.25,400.875,2.75
Tony Scheffler-2004,53,570,3,0.204633205,0.195674562,0.130434783,9.32,77.375,254,4.6,1.64,33.5,115,4.04,2,61,8,1,24,107,42,258,3207,22,32.25,400.875,2.75
Chansi Stuckey-2006,50,700,3,0.252525253,0.278884462,0.166666667,5.11,70.625,197,4.6,1.61,35,120,4.14,7,235,4,0,10,55,10,106,1062,5,26.5,265.5,1.25
Chansi Stuckey-2005,64,770,4,0.258064516,0.277078086,0.285714286,5.11,70.625,197,4.6,1.61,35,120,4.14,7,235,4,0,10,55,10,106,1062,5,26.5,265.5,1.25
Mario Manningham-2007,72,1174,12,0.32,0.410202655,0.48,3.26,71.75,181,4.6,1.57,32,117,4.27,3,95,7,4,23,67,41,211,2849,19,30.14285714,407,2.714285714
James Jones-2006,70,893,10,0.374331551,0.378229564,0.434782609,5.83,72.75,207,4.6,1.63,34,119,4.2,3,78,9,5,45,136,72,433,5861,51,48.11111111,651.2222222,5.666666667
Bernard Berrian-2003,63,668,4,0.235955056,0.248327138,0.266666667,4.4,73,183,4.61,1.63,38,128,4.18,3,78,8,5,33,109,70,288,4122,24,36,515.25,3
Bernard Berrian-2001,76,1270,13,0.24437299,0.292896679,0.30952381,4.4,73,183,4.61,1.63,38,128,4.18,3,78,8,5,33,109,70,288,4122,24,36,515.25,3
Dante Ridgeway-2004,105,1399,8,0.517241379,0.608525446,0.571428571,3.18,71.125,212,4.61,1.6,33,117,4.39,6,192,1,0,0,8,0,2,26,0,2,26,0
Dante Ridgeway-2003,89,1075,10,0.361788618,0.393772894,0.454545455,3.18,71.125,212,4.61,1.6,33,117,4.39,6,192,1,0,0,8,0,2,26,0,2,26,0
Dante Ridgeway-2002,44,556,4,0.221105528,0.259328358,0.2,3.18,71.125,212,4.61,1.6,33,117,4.39,6,192,1,0,0,8,0,2,26,0,2,26,0
Koren Robinson-2000,62,1061,13,0.256198347,0.329707893,0.464285714,7.18,73.5,211,4.61,1.6,38.5,123,,1,9,8,5,35,96,70,294,4244,16,36.75,530.5,2
Syndric Steptoe-2006,55,568,2,0.287958115,0.280632411,0.222222222,3.89,68.625,194,4.61,1.65,33,,,7,234,1,0,1,16,5,19,182,0,19,182,0
Mike Hass-2005,90,1532,6,0.337078652,0.469794542,0.461538462,5.63,72.625,208,4.61,1.59,32,116,4.15,6,171,3,0,0,2,0,0,0,0,0,0,0
Mike Hass-2004,86,1379,7,0.299651568,0.372099298,0.24137931,5.63,72.625,208,4.61,1.59,32,116,4.15,6,171,3,0,0,2,0,0,0,0,0,0,0
Mike Hass-2003,44,1013,7,0.160583942,0.237514654,0.28,5.63,72.625,208,4.61,1.59,32,116,4.15,6,171,3,0,0,2,0,0,0,0,0,0,0
Fred Gibson-2004,49,801,7,0.243781095,0.269515478,0.291666667,7.87,76,196,4.62,1.57,38.5,126,4.14,4,131,0,0,0,0,0,0,0,0,0,0,0
Fred Gibson-2002,43,758,4,0.167315175,0.220669578,0.142857143,7.87,76,196,4.62,1.57,38.5,126,4.14,4,131,0,0,0,0,0,0,0,0,0,0,0
John Standeford-2003,77,1150,4,0.303149606,0.394917582,0.25,5.14,75.125,197,4.62,1.6,32.5,113,4.08,8,500,2,0,2,11,0,16,249,0,8,124.5,0
John Standeford-2002,75,1307,13,0.276752768,0.393200963,0.619047619,5.14,75.125,197,4.62,1.6,32.5,113,4.08,8,500,2,0,2,11,0,16,249,0,8,124.5,0
John Standeford-2000,62,677,6,0.212328767,0.196916812,0.230769231,5.14,75.125,197,4.62,1.6,32.5,113,4.08,8,500,2,0,2,11,0,16,249,0,8,124.5,0
Jason Rivers-2007,92,1174,13,0.20043573,0.205496237,0.254901961,3.78,73.25,200,4.62,1.56,30,118,4.32,8,500,0,0,0,0,0,0,0,0,0,0,0
Jason Rivers-2006,72,1178,10,0.162162162,0.190676594,0.161290323,3.78,73.25,200,4.62,1.56,30,118,4.32,8,500,0,0,0,0,0,0,0,0,0,0,0
Jason Rivers-2004,80,973,7,0.216216216,0.221035893,0.184210526,3.78,73.25,200,4.62,1.56,30,118,4.32,8,500,0,0,0,0,0,0,0,0,0,0,0
Jason Rivers-2003,48,594,5,0.108108108,0.110367893,0.119047619,3.78,73.25,200,4.62,1.56,30,118,4.32,8,500,0,0,0,0,0,0,0,0,0,0,0
Jayson Swain-2006,49,688,6,0.18490566,0.200116347,0.25,4.12,72.375,212,4.62,1.62,33,,,8,500,0,0,0,0,0,0,0,0,0,0,0
Mario Urrutia-2006,58,973,6,0.236734694,0.258090186,0.272727273,4.62,77.375,232,4.62,1.6,30,115,4.44,7,246,0,0,0,0,0,0,0,0,0,0,0
David Anderson-2005,86,1221,8,0.346774194,0.355355064,0.32,3.18,70.5,192,4.62,1.63,34,116,4.21,7,251,6,1,7,67,10,88,965,4,14.66666667,160.8333333,0.666666667
David Anderson-2004,57,940,2,0.272727273,0.327070285,0.133333333,3.18,70.5,192,4.62,1.63,34,116,4.21,7,251,6,1,7,67,10,88,965,4,14.66666667,160.8333333,0.666666667
David Anderson-2003,72,1293,9,0.331797235,0.400805952,0.409090909,3.18,70.5,192,4.62,1.63,34,116,4.21,7,251,6,1,7,67,10,88,965,4,14.66666667,160.8333333,0.666666667
Justin Jenkins-2003,62,880,9,0.299516908,0.363036304,0.6,3.87,71.5,210,4.62,1.65,35,123,4.16,8,500,0,0,0,0,0,0,0,0,0,0,0
Justin Jenkins-2001,42,661,8,0.22459893,0.279610829,0.615384615,3.87,71.5,210,4.62,1.65,35,123,4.16,8,500,0,0,0,0,0,0,0,0,0,0,0
Jordan Norwood-2008,41,637,6,0.183035714,0.201582278,0.25,4.79,70.875,179,4.62,1.61,38,119,4.2,8,500,3,0,3,17,0,36,405,1,12,135,0.333333333
Brandon Lloyd-2002,65,1010,9,0.251937984,0.29811098,0.346153846,2.59,72.125,184,4.63,1.62,36,,,4,124,12,6,41,142,91,399,5989,36,33.25,499.0833333,3
Brandon Lloyd-2001,60,1006,8,0.28436019,0.332561983,0.333333333,2.59,72.125,184,4.63,1.62,36,,,4,124,12,6,41,142,91,399,5989,36,33.25,499.0833333,3
Marcus Monk-2006,50,962,11,0.324675325,0.459627329,0.47826087,5.03,76.25,222,4.63,1.6,34.5,119,4.3,7,248,0,0,0,0,0,0,0,0,0,0,0
Hakeem Nicks-2008,68,1222,12,0.373626374,0.472910217,0.571428571,3.08,72.75,212,4.63,1.7,36,,,1,29,7,4,40,92,67,356,5081,31,50.85714286,725.8571429,4.428571429
Hakeem Nicks-2007,74,958,5,0.336363636,0.352984525,0.333333333,3.08,72.75,212,4.63,1.7,36,,,1,29,7,4,40,92,67,356,5081,31,50.85714286,725.8571429,4.428571429
Austin Collie-2008,106,1538,15,0.313609467,0.381164808,0.428571429,5.68,72.875,200,4.63,1.63,34,120,4.24,4,127,5,0,18,49,17,179,1908,16,35.8,381.6,3.2
Austin Collie-2007,56,946,7,0.186666667,0.243877288,0.269230769,5.68,72.875,200,4.63,1.63,34,120,4.24,4,127,5,0,18,49,17,179,1908,16,35.8,381.6,3.2
Austin Collie-2004,53,771,8,0.226495726,0.250731707,0.444444444,5.68,72.875,200,4.63,1.63,34,120,4.24,4,127,5,0,18,49,17,179,1908,16,35.8,381.6,3.2
Greg Lee-2005,49,962,7,0.25257732,0.399335824,0.411764706,5.46,73.625,201,4.64,1.61,35.5,114,4.11,8,500,0,0,0,0,0,0,0,0,0,0,0
Greg Lee-2004,68,1297,10,0.293103448,0.415571932,0.416666667,5.46,73.625,201,4.64,1.61,35.5,114,4.11,8,500,0,0,0,0,0,0,0,0,0,0,0
Reggie Harrell-2003,58,1012,2,0.291457286,0.351266921,0.166666667,3.72,74.75,214,4.64,1.65,35,115,4.13,8,500,0,0,0,0,0,0,0,0,0,0,0
Davone Bess-2007,108,1266,12,0.235294118,0.22159986,0.235294118,4.06,69.875,194,4.64,1.54,31.5,118,4.27,8,500,6,2,30,91,0,363,3809,14,60.5,634.8333333,2.333333333
Davone Bess-2006,96,1220,15,0.216216216,0.197474911,0.241935484,4.06,69.875,194,4.64,1.54,31.5,118,4.27,8,500,6,2,30,91,0,363,3809,14,60.5,634.8333333,2.333333333
Davone Bess-2005,89,1124,14,0.234828496,0.24376491,0.378378378,4.06,69.875,194,4.64,1.54,31.5,118,4.27,8,500,6,2,30,91,0,363,3809,14,60.5,634.8333333,2.333333333
Jason Carter-2005,54,827,6,0.325301205,0.362560281,0.315789474,4.74,71.625,211,4.65,1.6,33,116,4.22,8,500,0,0,0,0,0,0,0,0,0,0,0
Gary Barnidge-2007,53,655,7,0.167721519,0.159639288,0.233333333,9.3,77.625,243,4.65,1.53,31,117,4.23,5,141,9,3,15,124,54,178,2258,14,19.77777778,250.8888889,1.555555556
Cory Rodgers-2005,52,685,5,0.248803828,0.274769354,0.333333333,1.63,71.875,188,4.65,1.63,33.5,110,4.19,4,104,0,0,0,0,0,0,0,0,0,0,0
Cory Rodgers-2004,61,836,7,0.299019608,0.287285223,0.333333333,1.63,71.875,188,4.65,1.63,33.5,110,4.19,4,104,0,0,0,0,0,0,0,0,0,0,0
Sam Aiken-2002,68,990,4,0.286919831,0.30947171,0.19047619,5.18,73.875,209,4.65,1.62,39.5,121,,4,127,8,0,7,95,11,48,684,2,6,85.5,0.25
Sam Aiken-2001,46,789,8,0.224390244,0.274721448,0.32,5.18,73.875,209,4.65,1.62,39.5,121,,4,127,8,0,7,95,11,48,684,2,6,85.5,0.25
Damarius Bilbo-2005,40,591,2,0.203045685,0.252240717,0.166666667,5.44,73.875,214,4.65,1.67,36.5,115,4.21,8,500,0,0,0,0,0,0,0,0,0,0,0
Todd Blythe-2007,52,779,5,0.204724409,0.319393194,0.555555556,5.45,76.875,214,4.65,1.61,31.5,118,4.23,8,500,0,0,0,0,0,0,0,0,0,0,0
Todd Blythe-2005,51,1000,9,0.224669604,0.347705146,0.473684211,5.45,76.875,214,4.65,1.61,31.5,118,4.23,8,500,0,0,0,0,0,0,0,0,0,0,0
J.R. Tolver-2002,128,1785,13,0.363636364,0.414923291,0.541666667,4.6,73,202,4.66,1.61,36,119,4.23,5,169,0,0,0,0,0,0,0,0,0,0,0
Chris Collins-2003,77,949,7,0.273049645,0.255244755,0.225806452,2.35,73.125,201,4.66,1.64,35,112,,8,500,0,0,0,0,0,0,0,0,0,0,0
Chris Collins-2002,55,812,10,0.19434629,0.236252546,0.476190476,2.35,73.125,201,4.66,1.64,35,112,,8,500,0,0,0,0,0,0,0,0,0,0,0
Chris Collins-2001,54,692,6,0.205323194,0.232370719,0.193548387,2.35,73.125,201,4.66,1.64,35,112,,8,500,0,0,0,0,0,0,0,0,0,0,0
Bobby Wade-2002,93,1389,8,0.37804878,0.399482312,0.470588235,3.27,70.25,193,4.66,1.59,34.5,115,4.11,5,139,7,3,22,102,50,244,2858,9,34.85714286,408.2857143,1.285714286
Bobby Wade-2001,62,882,8,0.31,0.32037777,0.380952381,3.27,70.25,193,4.66,1.59,34.5,115,4.11,5,139,7,3,22,102,50,244,2858,9,34.85714286,408.2857143,1.285714286
Bobby Wade-2000,45,626,3,0.354330709,0.369103774,0.333333333,3.27,70.25,193,4.66,1.59,34.5,115,4.11,5,139,7,3,22,102,50,244,2858,9,34.85714286,408.2857143,1.285714286
Mohamed Massaquoi-2008,58,920,8,0.235772358,0.254847645,0.296296296,5.53,73.5,210,4.66,1.68,36.5,127,,2,50,4,3,12,54,43,118,1745,7,29.5,436.25,1.75
Martellus Bennett-2007,49,587,4,0.228971963,0.243568465,0.285714286,8.44,78.125,259,4.68,1.53,34,118,4.53,2,61,10,6,35,144,107,433,4573,30,43.3,457.3,3
Derrick Williams-2007,55,529,3,0.229166667,0.197240865,0.157894737,2.75,71.5,194,4.68,1.64,33,,,3,82,2,0,0,18,1,9,82,0,4.5,41,0
Todd Heap-2000,45,617,3,0.235602094,0.210221465,0.142857143,7.95,76.625,252,4.68,1.69,32,,,1,31,12,7,43,145,131,499,5869,42,41.58333333,489.0833333,3.5
Steve Savoy-2004,67,961,11,0.288793103,0.303729456,0.333333333,0.89,70.875,182,4.68,1.62,,,,8,500,0,0,0,0,0,0,0,0,0,0,0
Steve Savoy-2003,40,663,7,0.197044335,0.25817757,0.411764706,0.89,70.875,182,4.68,1.62,,,,8,500,0,0,0,0,0,0,0,0,0,0,0
Kassim Osgood-2002,108,1552,8,0.306818182,0.360762436,0.333333333,2.21,76.875,208,4.68,1.73,31,122,4.44,8,500,11,0,8,166,0,45,766,5,4.090909091,69.63636364,0.454545455
Mark Bradford-2007,51,642,3,0.224669604,0.253154574,0.25,5.87,73,211,4.69,1.57,36.5,120,4.47,8,500,0,0,0,0,0,0,0,0,0,0,0
Derek McCoy-2003,63,883,11,0.222614841,0.263503432,0.407407407,6.05,75.25,210,4.69,1.66,38,128,4.13,8,500,0,0,0,0,0,0,0,0,0,0,0
Derek McCoy-2002,41,643,7,0.251533742,0.324092742,0.4375,6.05,75.25,210,4.69,1.66,38,128,4.13,8,500,0,0,0,0,0,0,0,0,0,0,0
Kevin Robinson-2007,55,640,5,0.310734463,0.348583878,0.454545455,0.76,71.5,202,4.69,1.61,27.5,115,4.77,6,182,1,0,0,8,0,0,0,0,0,0,0
Kevin Robinson-2005,43,661,8,0.232432432,0.300454545,0.571428571,0.76,71.5,202,4.69,1.61,27.5,115,4.77,6,182,1,0,0,8,0,0,0,0,0,0,0
Kevin Robinson-2004,44,602,3,0.20952381,0.255626327,0.272727273,0.76,71.5,202,4.69,1.61,27.5,115,4.77,6,182,1,0,0,8,0,0,0,0,0,0,0
Jeremy Childs-2008,72,802,7,0.241610738,0.213809651,0.233333333,2.47,71.625,200,4.69,1.65,33.5,115,4.26,8,500,0,0,0,0,0,0,0,0,0,0,0
Jeremy Childs-2007,82,1045,9,0.267100977,0.284586057,0.264705882,2.47,71.625,200,4.69,1.65,33.5,115,4.26,8,500,0,0,0,0,0,0,0,0,0,0,0
Chad Owens-2004,102,1290,17,0.275675676,0.293048614,0.447368421,3.95,67.375,183,4.7,1.66,37,116,3.95,6,185,3,0,0,6,0,0,0,0,0,0,0
Chad Owens-2003,85,1134,9,0.191441441,0.210702341,0.214285714,3.95,67.375,183,4.7,1.66,37,116,3.95,6,185,3,0,0,6,0,0,0,0,0,0,0
Chad Owens-2002,47,550,2,0.115479115,0.101738809,0.057142857,3.95,67.375,183,4.7,1.66,37,116,3.95,6,185,3,0,0,6,0,0,0,0,0,0,0
Danny Amendola-2007,109,1245,6,0.200367647,0.203631011,0.117647059,1.37,70.5,183,4.7,1.63,27.5,103,4.25,8,500,5,0,19,54,0,250,2359,9,50,471.8,1.8
Reno Mahe-2002,59,771,2,0.21299639,0.246404602,0.125,1.06,69.25,198,4.71,1.6,32,109,4.23,8,500,0,0,0,0,0,0,0,0,0,0,0
Reno Mahe-2001,91,1211,9,0.288888889,0.286627219,0.230769231,1.06,69.25,198,4.71,1.6,32,109,4.23,8,500,0,0,0,0,0,0,0,0,0,0,0
Anquan Boldin-2002,65,1011,13,0.299539171,0.34213198,0.481481481,2.05,72.625,216,4.71,1.61,33.5,114,4.33,2,54,14,13,86,202,198,1076,13779,82,76.85714286,984.2142857,5.857142857
Anquan Boldin-2000,41,664,6,0.14137931,0.144097222,0.166666667,2.05,72.625,216,4.71,1.61,33.5,114,4.33,2,54,14,13,86,202,198,1076,13779,82,76.85714286,984.2142857,5.857142857
Chauncey Stovall-2004,53,780,6,0.246511628,0.308788599,0.545454545,4.09,72.75,221,4.71,1.66,,,,8,500,0,0,0,0,0,0,0,0,0,0,0
Jarrett Hicks-2005,65,850,10,0.166240409,0.182168881,0.294117647,3.55,74.875,210,4.71,1.7,34.5,120,,8,500,0,0,0,0,0,0,0,0,0,0,0
Jarrett Hicks-2004,76,1177,13,0.178403756,0.245412844,0.382352941,3.55,74.875,210,4.71,1.7,34.5,120,,8,500,0,0,0,0,0,0,0,0,0,0,0
Boo Williams-2000,52,739,7,0.292134831,0.385699374,0.5,8.26,76,237,4.72,1.63,35.5,119,4.33,8,500,4,0,11,59,0,107,1143,12,26.75,285.75,3
Anthony Fasano-2005,47,576,2,0.159863946,0.145344436,0.0625,8.46,76.125,259,4.72,1.64,33.5,112,4.34,2,53,12,9,23,180,135,299,3278,36,24.91666667,273.1666667,3
Jaison Williams-2007,55,844,8,0.225409836,0.300784034,0.307692308,2.83,76.125,237,4.72,1.74,35.5,118,4.56,8,500,0,0,0,0,0,0,0,0,0,0,0
Jaison Williams-2006,68,984,6,0.236111111,0.314075966,0.333333333,2.83,76.125,237,4.72,1.74,35.5,118,4.56,8,500,0,0,0,0,0,0,0,0,0,0,0
Jovon Bouknight-2005,77,1116,12,0.34529148,0.412874584,0.666666667,3.96,73.375,195,4.72,1.65,34,120,4.05,8,500,0,0,0,0,0,0,0,0,0,0,0
Jovon Bouknight-2004,63,1075,7,0.268085106,0.372616984,0.368421053,3.96,73.375,195,4.72,1.65,34,120,4.05,8,500,0,0,0,0,0,0,0,0,0,0,0
Jovon Bouknight-2003,47,746,7,0.18875502,0.238034461,0.304347826,3.96,73.375,195,4.72,1.65,34,120,4.05,8,500,0,0,0,0,0,0,0,0,0,0,0
Jovon Bouknight-2002,63,689,3,0.225806452,0.205242776,0.12,3.96,73.375,195,4.72,1.65,34,120,4.05,8,500,0,0,0,0,0,0,0,0,0,0,0
David Thomas-2005,50,613,5,0.229357798,0.198832306,0.192307692,7.82,75.125,252,4.73,1.64,37.5,113,4.35,3,86,7,2,9,80,38,102,938,8,14.57142857,134,1.142857143
Adarius Bowman-2007,67,1006,8,0.292576419,0.318253717,0.307692308,4.37,74.875,223,4.74,1.64,,,,8,500,0,0,0,0,0,0,0,0,0,0,0
Adarius Bowman-2006,60,1181,12,0.344827586,0.450247808,0.444444444,4.37,74.875,223,4.74,1.64,,,,8,500,0,0,0,0,0,0,0,0,0,0,0
Paris Warren-2004,80,1076,12,0.344827586,0.340075853,0.363636364,2.34,72.375,213,4.77,1.7,31.5,,,7,225,1,0,0,8,0,5,63,0,5,63,0
Paris Warren-2003,76,809,4,0.374384236,0.315031153,0.235294118,2.34,72.375,213,4.77,1.7,31.5,,,7,225,1,0,0,8,0,5,63,0,5,63,0
Kory Sperry-2005,42,547,4,0.169354839,0.15919674,0.16,7.63,76.75,238,4.77,1.69,33.5,122,4.25,8,500,5,0,1,40,0,9,152,1,1.8,30.4,0.2
Nate Poole-2000,70,818,4,0.23890785,0.228236607,0.166666667,2.1,73.5,198,4.79,1.6,32.5,112,4.22,8,500,4,0,3,36,0,34,418,2,8.5,104.5,0.5
Ernest Wilford-2003,55,886,3,0.303867403,0.354116707,0.176470588,6.52,75.625,226,4.81,1.68,40.5,130,4.17,4,120,7,3,22,87,44,156,2145,15,22.28571429,306.4285714,2.142857143
Ernest Wilford-2002,51,925,7,0.303571429,0.414984298,0.5,6.52,75.625,226,4.81,1.68,40.5,130,4.17,4,120,7,3,22,87,44,156,2145,15,22.28571429,306.4285714,2.142857143
Jermichael Finley-2007,45,575,2,0.162454874,0.173192771,0.090909091,5.34,76.5,243,4.82,1.66,27.5,117,4.38,3,91,6,3,27,70,48,223,2785,20,37.16666667,464.1666667,3.333333333
Clark Harris-2004,53,725,5,0.174917492,0.212236534,0.263157895,6.68,77.5,261,4.83,1.7,32,112,,7,243,10,0,9,140,0,0,0,0,0,0,0
Trent Smith-2001,61,564,6,0.204013378,0.190091001,0.285714286,4.76,77.125,243,4.84,1.76,35.5,118,4.37,7,223,1,0,0,5,2,3,7,0,3,7,0
Marcedes Lewis-2005,58,741,10,0.234817814,0.228421702,0.294117647,7.55,78.375,261,4.84,1.67,37,118,4.84,1,28,12,11,33,170,157,375,4502,33,31.25,375.1666667,2.75
James Newson-2003,81,1306,3,0.295620438,0.306213365,0.12,0.88,72.75,213,4.85,1.71,31.5,116,,8,500,0,0,0,0,0,0,0,0,0,0,0
James Newson-2002,74,1284,12,0.334841629,0.376098418,0.461538462,0.88,72.75,213,4.85,1.71,31.5,116,,8,500,0,0,0,0,0,0,0,0,0,0,0
James Newson-2001,57,968,5,0.286432161,0.35601324,0.333333333,0.88,72.75,213,4.85,1.71,31.5,116,,8,500,0,0,0,0,0,0,0,0,0,0,0
Davon Drew-2008,43,695,3,0.173387097,0.231975968,0.2,2.97,75.75,256,4.85,1.73,29.5,113,4.56,5,149,0,0,0,0,0,0,0,0,0,0,0
Zach Miller-2004,56,552,6,0.193771626,0.144957983,0.171428571,6.04,76.375,256,4.86,1.68,34,115,4.42,6,180,9,2,12,66,33,146,1631,15,16.22222222,181.2222222,1.666666667
Charles Frederick-2003,59,831,5,0.218518519,0.256798517,0.294117647,0.32,70.75,194,4.86,1.65,33,108,4.35,8,500,0,0,0,0,0,0,0,0,0,0,0
Charles Frederick-2002,45,651,2,0.120967742,0.144634526,0.071428571,0.32,70.75,194,4.86,1.65,33,108,4.35,8,500,0,0,0,0,0,0,0,0,0,0,0
Jonny Harline-2006,58,935,12,0.186495177,0.222301474,0.363636364,1.88,75.75,248,4.86,1.7,28.5,106,4.68,8,500,0,0,0,0,0,0,0,0,0,0,0
Jonny Harline-2005,63,853,5,0.189759036,0.229239452,0.185185185,1.88,75.75,248,4.86,1.7,28.5,106,4.68,8,500,0,0,0,0,0,0,0,0,0,0,0
Scott Chandler-2006,46,591,6,0.185483871,0.18954458,0.285714286,4.79,79,270,4.87,1.73,30,111,4.32,4,129,9,2,18,90,39,205,2379,21,22.77777778,264.3333333,2.333333333
Scott Chandler-2005,47,552,2,0.191836735,0.178467507,0.086956522,4.79,79,270,4.87,1.73,30,111,4.32,4,129,9,2,18,90,39,205,2379,21,22.77777778,264.3333333,2.333333333
John Carlson-2006,47,634,4,0.162068966,0.184678124,0.108108108,5.92,77.125,251,4.88,1.67,30.5,113,4.28,2,38,7,5,16,90,64,210,2256,15,30,322.2857143,2.142857143
Chris Cooley-2003,62,732,6,0.253061224,0.252066116,0.315789474,7.61,75.5,265,4.89,1.65,33,115,4.19,3,81,9,6,34,117,103,429,4711,33,47.66666667,523.4444444,3.666666667
Derek Smith-2000,49,713,5,0.152173913,0.193277311,0.263157895,2.94,76,271,4.9,1.72,28.5,112,4.38,8,500,0,0,0,0,0,0,0,0,0,0,0
Joe Newton-2004,56,687,7,0.195121951,0.185375067,0.24137931,3.96,79.125,257,4.92,1.69,31,109,4.57,8,500,0,0,0,0,0,0,0,0,0,0,0
Tim Euhus-2003,49,645,7,0.178832117,0.15123095,0.28,7.93,77,260,4.94,1.71,34.5,115,4.13,4,109,4,0,1,34,8,14,115,2,3.5,28.75,0.5
Brian Natkin-2000,64,787,4,0.309178744,0.288278388,0.153846154,0.5,74.125,251,4.95,1.76,27,98,4.59,8,500,1,0,0,3,0,2,42,0,2,42,0
Tim Stratton-2000,56,579,2,0.191780822,0.168411867,0.076923077,0.85,76,251,4.99,1.71,27,101,,8,500,0,0,0,0,0,0,0,0,0,0,0
Bear Pascoe-2007,45,553,4,0.209302326,0.203908555,0.266666667,0.55,77.125,251,5.04,1.8,26.5,107,4.55,6,184,7,1,3,85,34,40,336,2,5.714285714,48,0.285714286
